         5675785 function calls (5660939 primitive calls) in 747.742 seconds

   Ordered by: cumulative time
   List reduced from 1676 to 503 due to restriction <0.3>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.005    0.005 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\tempfile.py:522(NamedTemporaryFile)
       15    0.001    0.000    0.005    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\views.py:83(__init__)
     3559    0.005    0.000    0.005    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\threading.py:1161(ident)
     3560    0.005    0.000    0.005    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.005    0.005 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\Crypto\Cipher\AES.py:78(_create_base_cipher)
     7135    0.005    0.000    0.005    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.005    0.005 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\core\flow_chart.py:48(load_map)
        2    0.000    0.000    0.005    0.002 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\encodings\__init__.py:71(search_function)
        5    0.003    0.001    0.005    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\worksheet.py:344(max_row)
        1    0.000    0.000    0.004    0.004 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\Crypto\Cipher\_mode_cbc.py:125(encrypt)
        2    0.004    0.002    0.004    0.002 {method 'load_verify_locations' of '_ssl._SSLContext' objects}
       49    0.000    0.000    0.004    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\named_styles.py:149(as_name)
        1    0.000    0.000    0.004    0.004 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\paramiko\win_openssh.py:26(can_talk_to_agent)
       15    0.001    0.000    0.004    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\properties.py:64(__init__)
      495    0.002    0.000    0.004    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\numbers.py:160(__set__)
        1    0.000    0.000    0.004    0.004 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\paramiko\win_pageant.py:1(<module>)
       15    0.000    0.000    0.004    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\views.py:143(__init__)
        1    0.000    0.000    0.004    0.004 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\Crypto\Util\_raw_api.py:121(create_string_buffer)
      137    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
        5    0.000    0.000    0.004    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\packaging\custom.py:200(from_tree)
        1    0.000    0.000    0.004    0.004 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\tempfile.py:114(_sanitize_params)
        2    0.000    0.000    0.004    0.002 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\Crypto\Util\_raw_api.py:163(VoidPointer)
        2    0.000    0.000    0.004    0.002 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\Crypto\Util\_raw_api.py:154(__init__)
        1    0.000    0.000    0.004    0.004 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\tempfile.py:297(gettempdir)
       59    0.001    0.000    0.004    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.004    0.004 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\tempfile.py:285(_gettempdir)
        1    0.000    0.000    0.004    0.004 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\tempfile.py:183(_get_default_tempdir)
    10078    0.004    0.000    0.004    0.000 {built-in method builtins.hasattr}
       50    0.004    0.000    0.004    0.000 {method 'decompress' of 'zlib.Decompress' objects}
     3690    0.004    0.000    0.004    0.000 {method '__enter__' of '_thread.lock' objects}
      256    0.002    0.000    0.003    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\colors.py:57(__set__)
      738    0.002    0.000    0.003    0.000 <frozen os>:748(encodekey)
       13    0.000    0.000    0.003    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\cell_style.py:172(__init__)
        7    0.000    0.000    0.003    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\weakref.py:585(__call__)
        7    0.000    0.000    0.003    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\urllib3\connectionpool.py:1174(_close_pool_connections)
        5    0.000    0.000    0.003    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\_reader.py:436(bind_col_dimensions)
        5    0.000    0.000    0.003    0.001 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\zipfile.py:285(_EndRecData)
     7163    0.003    0.000    0.003    0.000 {method 'release' of '_thread.lock' objects}
     7276    0.003    0.000    0.003    0.000 {method '__exit__' of '_thread.lock' objects}
        6    0.003    0.001    0.003    0.001 {built-in method io.open_code}
      143    0.003    0.000    0.003    0.000 {method 'tell' of '_io.BufferedReader' objects}
        1    0.003    0.003    0.003    0.003 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\hooks\cmd_injection.py:167(<listcomp>)
       10    0.001    0.000    0.003    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\packaging\core.py:82(__init__)
        6    0.000    0.000    0.003    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\named_styles.py:251(__init__)
       10    0.000    0.000    0.003    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\protection.py:75(__init__)
       28    0.000    0.000    0.003    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\re\__init__.py:272(_compile)
        4    0.002    0.000    0.003    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\modules\excel_handler.py:44(rt_per_key)
       18    0.000    0.000    0.003    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\dimensions.py:135(__init__)
        9    0.000    0.000    0.003    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\zipfile.py:1796(writestr)
        1    0.001    0.001    0.003    0.003 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\urllib3\util\ssl_.py:216(create_urllib3_context)
     5597    0.003    0.000    0.003    0.000 {method 'end' of 're.Match' objects}
        2    0.000    0.000    0.003    0.001 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\re\_compiler.py:738(compile)
       19    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        1    0.000    0.000    0.003    0.003 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\json\__init__.py:274(load)
      704    0.003    0.000    0.003    0.000 <frozen os>:697(__iter__)
      183    0.002    0.000    0.003    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\cell\text.py:173(content)
      530    0.002    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\utils\cell.py:193(coordinate_to_tuple)
        5    0.000    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\reader\excel.py:185(read_theme)
        2    0.000    0.000    0.002    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\requests\models.py:352(prepare)
        2    0.000    0.000    0.002    0.001 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\http\client.py:224(parse_headers)
       16    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
      403    0.002    0.000    0.002    0.000 {built-in method zlib.crc32}
     1617    0.002    0.000    0.002    0.000 {method 'count' of 'str' objects}
        5    0.000    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\cffi\api.py:911(__getattr__)
        5    0.000    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\cffi\api.py:900(make_accessor)
        2    0.000    0.000    0.002    0.001 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\email\parser.py:59(parsestr)
        2    0.002    0.001    0.002    0.001 {built-in method nt.open}
       10    0.000    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\page.py:39(__init__)
        2    0.000    0.000    0.002    0.001 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\email\parser.py:41(parse)
        1    0.000    0.000    0.002    0.002 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\writer\excel.py:96(_merge_vba)
        1    0.000    0.000    0.002    0.002 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\re\__init__.py:225(compile)
       79    0.001    0.000    0.002    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\queue.py:154(get)
        2    0.000    0.000    0.002    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\requests\adapters.py:294(build_response)
        1    0.000    0.000    0.002    0.002 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\packaging\manifest.py:159(_write)
        2    0.000    0.000    0.002    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\requests\adapters.py:331(get_connection)
        7    0.000    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\cffi\api.py:433(_get_cached_btype)
        6    0.000    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\stylesheet.py:154(_normalise_numbers)
       30    0.001    0.000    0.002    0.000 <frozen _collections_abc>:771(get)
     1737    0.002    0.000    0.002    0.000 {method 'rfind' of 'str' objects}
       46    0.001    0.000    0.002    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\zipfile.py:820(__init__)
        6    0.000    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\packaging\manifest.py:81(__init__)
      301    0.001    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\descriptors\nested.py:42(to_tree)
       15    0.000    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\dimensions.py:260(__init__)
     3587    0.002    0.000    0.002    0.000 {method 'append' of 'collections.deque' objects}
       10    0.000    0.000    0.002    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\zipfile.py:1172(close)
       10    0.000    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\workbook\views.py:41(__init__)
       12    0.000    0.000    0.002    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\zipfile.py:1876(close)
     3717    0.002    0.000    0.002    0.000 {method '__exit__' of '_thread.RLock' objects}
      348    0.002    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\descriptors\base.py:249(__set__)
       12    0.000    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\packaging\custom.py:61(__init__)
        2    0.000    0.000    0.002    0.001 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\re\_parser.py:970(parse)
        2    0.000    0.000    0.002    0.001 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\email\feedparser.py:173(feed)
        7    0.000    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\workbook\properties.py:40(__init__)
        4    0.000    0.000    0.002    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\email\feedparser.py:178(_call_parse)
        2    0.000    0.000    0.002    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\urllib3\poolmanager.py:357(connection_from_url)
      3/2    0.000    0.000    0.002    0.001 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\re\_parser.py:447(_parse_sub)
     2570    0.002    0.000    0.002    0.000 {method 'group' of 're.Match' objects}
       11    0.002    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\_writer.py:287(get_stream)
       50    0.000    0.000    0.002    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\zipfile.py:1048(_read2)
      535    0.002    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\worksheet.py:352(<genexpr>)
        1    0.000    0.000    0.002    0.002 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\ssl.py:492(__new__)
        2    0.002    0.001    0.002    0.001 {built-in method nt.listdir}
        4    0.000    0.000    0.002    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\email\feedparser.py:218(_parsegen)
       52    0.000    0.000    0.002    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\zipfile.py:1992(_fpclose)
       10    0.000    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\workbook\properties.py:100(__init__)
        5    0.000    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\cffi\api.py:834(accessor_function)
        6    0.000    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\paramiko\transport.py:1912(_send_message)
        1    0.000    0.000    0.002    0.002 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\_writer.py:385(cleanup)
        1    0.002    0.002    0.002    0.002 {built-in method nt.remove}
        6    0.000    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\paramiko\packet.py:382(send_message)
        4    0.000    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\requests\cookies.py:124(extract_cookies_to_jar)
        1    0.000    0.000    0.002    0.002 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\workbook\_writer.py:143(write)
       10    0.000    0.000    0.002    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\xml\etree\ElementTree.py:1222(iterparse)
       12    0.000    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\requests\structures.py:40(__init__)
        6    0.000    0.000    0.002    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\packaging\workbook.py:128(__init__)
       16    0.001    0.000    0.002    0.000 <frozen _collections_abc>:941(update)
       32    0.001    0.000    0.002    0.000 {built-in method builtins.__build_class__}
       10    0.001    0.000    0.001    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\packaging\relationship.py:107(get_rels_path)
     23/5    0.000    0.000    0.001    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\cffi\model.py:56(get_cached_btype)
       14    0.000    0.000    0.001    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\requests\sessions.py:61(merge_setting)
      8/7    0.001    0.000    0.001    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\re\_parser.py:507(_parse)
       48    0.000    0.000    0.001    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\pycparser\c_lexer.py:75(token)
        5    0.000    0.000    0.001    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\paramiko\transport.py:1915(_send_user_message)
     3565    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        4    0.000    0.000    0.001    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\http\cookiejar.py:1680(extract_cookies)
       15    0.000    0.000    0.001    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\page.py:167(__init__)
     4021    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
       27    0.000    0.000    0.001    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\numbers.py:104(is_date_format)
       48    0.001    0.000    0.001    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\pycparser\ply\lex.py:305(token)
        2    0.000    0.000    0.001    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\urllib3\poolmanager.py:277(connection_from_host)
        6    0.000    0.000    0.001    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\urllib3\util\url.py:369(parse_url)
        1    0.000    0.000    0.001    0.001 {built-in method _warnings.warn}
        2    0.000    0.000    0.001    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\urllib3\poolmanager.py:306(connection_from_context)
      159    0.001    0.000    0.001    0.000 {method 'seek' of '_io.BufferedReader' objects}
   136/35    0.000    0.000    0.001    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\cffi\model.py:81(__hash__)
        1    0.000    0.000    0.001    0.001 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\warnings.py:96(_showwarnmsg)
        1    0.000    0.000    0.001    0.001 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\tempfile.py:558(opener)
        1    0.000    0.000    0.001    0.001 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\warnings.py:20(_showwarnmsg_impl)
        1    0.000    0.000    0.001    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\core\flow_chart.py:92(reg_links)
        1    0.000    0.000    0.001    0.001 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\tempfile.py:243(_mkstemp_inner)
        1    0.000    0.000    0.001    0.001 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\warnings.py:117(_formatwarnmsg)
        1    0.001    0.001    0.001    0.001 {built-in method nt.unlink}
        1    0.000    0.000    0.001    0.001 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\warnings.py:35(_formatwarnmsg_impl)
      269    0.001    0.000    0.001    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\paramiko\win_openssh.py:32(<genexpr>)
      250    0.001    0.000    0.001    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\named_styles.py:99(_set_index)
        7    0.001    0.000    0.001    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\linecache.py:26(getline)
        2    0.000    0.000    0.001    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\urllib3\poolmanager.py:331(connection_from_pool_key)
        1    0.000    0.000    0.001    0.001 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\linecache.py:36(getlines)
       50    0.000    0.000    0.001    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\zipfile.py:965(_update_crc)
       43    0.000    0.000    0.001    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\descriptors\base.py:266(__set__)
        1    0.000    0.000    0.001    0.001 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\linecache.py:80(updatecache)
        1    0.001    0.001    0.001    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\hooks\cmd_injection.py:172(<listcomp>)
      181    0.001    0.000    0.001    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\_reader.py:298(<setcomp>)
        1    0.001    0.001    0.001    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\hooks\cmd_injection.py:170(<listcomp>)
        1    0.001    0.001    0.001    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\hooks\cmd_injection.py:173(<listcomp>)
        1    0.001    0.001    0.001    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\hooks\cmd_injection.py:171(<listcomp>)
       12    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
       27    0.000    0.000    0.001    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\re\__init__.py:173(search)


