         5675785 function calls (5660939 primitive calls) in 747.742 seconds

   Ordered by: cumulative time
   List reduced from 1676 to 503 due to restriction <0.3>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.018    0.018    0.031    0.031 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\_writer.py:106(rows)
      7/5    0.000    0.000    0.031    0.006 <frozen importlib._bootstrap>:1120(_find_and_load_unlocked)
      307    0.003    0.000    0.031    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\zipfile.py:1153(write)
    60626    0.031    0.000    0.031    0.000 {method 'strip' of 'str' objects}
    17870    0.029    0.000    0.030    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.030    0.030 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\_writer.py:90(write_top)
       49    0.001    0.000    0.030    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\named_styles.py:134(as_xf)
    67803    0.029    0.000    0.029    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.029    0.029 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\_writer.py:64(write_dimensions)
     3601    0.012    0.000    0.029    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\descriptors\base.py:144(__set__)
        1    0.022    0.022    0.029    0.029 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\worksheet.py:383(calculate_dimension)
        3    0.000    0.000    0.028    0.009 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\socket.py:945(getaddrinfo)
       10    0.000    0.000    0.028    0.003 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\worksheet.py:106(__init__)
        3    0.028    0.009    0.028    0.009 {built-in method _socket.getaddrinfo}
        2    0.000    0.000    0.027    0.014 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\paramiko\channel.py:61(_check)
        5    0.000    0.000    0.027    0.005 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\descriptors\sequence.py:83(to_tree)
        5    0.001    0.000    0.027    0.005 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\workbook\workbook.py:92(_setup_styles)
       10    0.026    0.003    0.027    0.003 {built-in method io.open}
       91    0.002    0.000    0.027    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\utils\indexed_list.py:14(__init__)
        2    0.000    0.000    0.027    0.013 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\paramiko\channel.py:1216(_wait_for_event)
     8570    0.027    0.000    0.027    0.000 {method 'match' of 're.Pattern' objects}
      709    0.015    0.000    0.026    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\descriptors\sequence.py:24(__set__)
     3561    0.023    0.000    0.026    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\_weakrefset.py:85(add)
      307    0.026    0.000    0.026    0.000 {method 'compress' of 'zlib.Compress' objects}
     1600    0.021    0.000    0.025    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\json\decoder.py:31(__init__)
    18430    0.023    0.000    0.025    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\styleable.py:133(__init__)
      461    0.012    0.000    0.024    0.000 {method 'read' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.023    0.012 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\requests\sessions.py:751(merge_environment_settings)
      294    0.004    0.000    0.023    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\named_styles.py:220(__init__)
        2    0.000    0.000    0.023    0.011 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\requests\utils.py:824(get_environ_proxies)
      244    0.001    0.000    0.023    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\descriptors\serialisable.py:184(__ne__)
        1    0.000    0.000    0.022    0.022 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\paramiko\channel.py:161(get_pty)
        2    0.022    0.011    0.022    0.011 {built-in method _ssl.enum_certificates}
     7121    0.017    0.000    0.022    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\threading.py:1446(current_thread)
    14767    0.018    0.000    0.021    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\descriptors\base.py:53(_convert)
      6/5    0.000    0.000    0.021    0.004 {built-in method builtins.__import__}
        4    0.005    0.001    0.021    0.005 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\urllib\request.py:2499(getproxies_environment)
    36211    0.021    0.000    0.021    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\workbook\child.py:55(parent)
     17/9    0.000    0.000    0.020    0.002 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
        1    0.000    0.000    0.019    0.019 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\paramiko\transport.py:1526(auth_password)
    17999    0.019    0.000    0.019    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.019    0.019 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\paramiko\auth_handler.py:236(wait_for_response)
       33    0.001    0.000    0.019    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\fills.py:105(to_tree)
        6    0.000    0.000    0.019    0.003 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\zipfile.py:1245(__init__)
       10    0.001    0.000    0.018    0.002 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\worksheet.py:110(_setup)
      245    0.005    0.000    0.018    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\stylesheet.py:119(_expand_named_style)
      7/6    0.000    0.000    0.017    0.003 <frozen importlib._bootstrap>:666(_load_unlocked)
     3561    0.017    0.000    0.017    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\threading.py:804(_newname)
     2496    0.010    0.000    0.017    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\xml\functions.py:77(localname)
      752    0.008    0.000    0.017    0.000 <frozen _collections_abc>:859(__iter__)
     3560    0.017    0.000    0.017    0.000 {built-in method now}
     3601    0.013    0.000    0.017    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\descriptors\base.py:130(__set__)
     3561    0.014    0.000    0.016    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\hooks\cmd_injection.py:65(h3)
      6/5    0.000    0.000    0.016    0.003 <frozen importlib._bootstrap_external>:934(exec_module)
        5    0.000    0.000    0.016    0.003 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\reader\excel.py:121(__init__)
        5    0.000    0.000    0.016    0.003 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\reader\excel.py:66(_validate_archive)
       36    0.000    0.000    0.016    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\zipfile.py:1508(read)
    14255    0.016    0.000    0.016    0.000 {method 'copy' of 'list' objects}
        2    0.000    0.000    0.015    0.008 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\paramiko\channel.py:683(recv)
     3560    0.014    0.000    0.015    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\threading.py:1185(is_alive)
        2    0.000    0.000    0.015    0.008 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\paramiko\buffered_pipe.py:116(read)
        5    0.000    0.000    0.015    0.003 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\workbook\workbook.py:184(create_sheet)
      419    0.003    0.000    0.014    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\fills.py:84(__init__)
       15    0.001    0.000    0.014    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\header_footer.py:231(__init__)
        4    0.000    0.000    0.014    0.004 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\requests\models.py:887(content)
     3561    0.014    0.000    0.014    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\threading.py:1317(_make_invoke_excepthook)
        1    0.000    0.000    0.014    0.014 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\paramiko\agent.py:409(__init__)
        7    0.000    0.000    0.014    0.002 <frozen importlib._bootstrap>:1054(_find_spec)
        1    0.000    0.000    0.014    0.014 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\paramiko\agent.py:219(get_agent_connection)
     1458    0.006    0.000    0.014    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\colors.py:131(__set__)
       24    0.000    0.000    0.014    0.001 {method 'join' of 'bytes' objects}
        4    0.000    0.000    0.014    0.003 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\requests\models.py:812(generate)
      181    0.002    0.000    0.014    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\_reader.py:282(parse_row)
        4    0.000    0.000    0.014    0.003 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\urllib3\response.py:912(stream)
        7    0.000    0.000    0.013    0.002 <frozen importlib._bootstrap_external>:1496(find_spec)
        2    0.000    0.000    0.013    0.007 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\urllib3\response.py:841(read)
        7    0.000    0.000    0.013    0.002 <frozen importlib._bootstrap_external>:1464(_get_spec)
  126/124    0.001    0.000    0.013    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\descriptors\sequence.py:34(to_tree)
        4    0.000    0.000    0.013    0.003 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\urllib3\response.py:799(_raw_read)
17847/17841    0.012    0.000    0.013    0.000 {built-in method builtins.any}
       56    0.002    0.000    0.013    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\zipfile.py:1513(open)
      183    0.002    0.000    0.013    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\cell\text.py:161(__init__)
        4    0.000    0.000    0.013    0.003 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\urllib3\response.py:755(_fp_read)
        4    0.000    0.000    0.013    0.003 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\http\client.py:450(read)
       25    0.001    0.000    0.013    0.001 <frozen importlib._bootstrap_external>:1604(find_spec)
        1    0.000    0.000    0.012    0.012 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\urllib3\util\ssl_.py:397(ssl_wrap_socket)
        1    0.000    0.000    0.012    0.012 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\urllib3\util\ssl_.py:498(_ssl_wrap_socket_impl)
        1    0.000    0.000    0.012    0.012 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\ssl.py:511(wrap_socket)
        1    0.000    0.000    0.012    0.012 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\ssl.py:1018(_create)
       90    0.002    0.000    0.012    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\header_footer.py:146(__init__)
    35210    0.012    0.000    0.012    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.012    0.012 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\ssl.py:1339(do_handshake)
    45876    0.012    0.000    0.012    0.000 {method 'locked' of '_thread.lock' objects}
        1    0.012    0.012    0.012    0.012 {method 'do_handshake' of '_ssl._SSLSocket' objects}
    17800    0.012    0.000    0.012    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\modules\excel_handler.py:152(ws_recursive)
        5    0.002    0.000    0.012    0.002 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\zipfile.py:1361(_RealGetContents)
        1    0.001    0.001    0.012    0.012 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\modules\encryption\eweb_password.py:8(encrypt_pass)
     3583    0.008    0.000    0.012    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\threading.py:276(_acquire_restore)
        5    0.001    0.000    0.012    0.002 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\_reader.py:444(bind_row_dimensions)
        2    0.000    0.000    0.011    0.006 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\requests\utils.py:764(should_bypass_proxies)
        2    0.000    0.000    0.011    0.006 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\urllib\request.py:2716(getproxies)
     3690    0.008    0.000    0.011    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\threading.py:264(__enter__)
      310    0.002    0.000    0.011    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\protection.py:15(__init__)
        2    0.000    0.000    0.011    0.005 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\requests\utils.py:112(proxy_bypass)
       91    0.001    0.000    0.011    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\dimensions.py:77(__init__)
    39452    0.011    0.000    0.011    0.000 {method 'add' of 'set' objects}
     3677    0.007    0.000    0.011    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\threading.py:279(_is_owned)
       14    0.011    0.001    0.011    0.001 {built-in method builtins.sorted}
        5    0.001    0.000    0.011    0.002 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\reader\workbook.py:43(parse)
        5    0.000    0.000    0.011    0.002 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\workbook\workbook.py:343(add_named_style)
       51    0.001    0.000    0.010    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\cell_style.py:139(from_array)
      181    0.002    0.000    0.010    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\_reader.py:303(<listcomp>)
        2    0.000    0.000    0.010    0.005 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\requests\sessions.py:459(prepare_request)
    17833    0.010    0.000    0.010    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\utils\cell.py:105(get_column_letter)
    17791    0.010    0.000    0.010    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\cell\cell.py:130(col_idx)
      3/2    0.000    0.000    0.010    0.005 <frozen importlib._bootstrap>:1207(_handle_fromlist)
       10    0.000    0.000    0.010    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\workbook\child.py:45(__init__)
     1819    0.008    0.000    0.009    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\descriptors\sequence.py:27(<genexpr>)
        2    0.000    0.000    0.009    0.005 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\urllib3\connection.py:319(request)
      270    0.003    0.000    0.009    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\header_footer.py:93(__init__)
    17808    0.009    0.000    0.009    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\cell\cell.py:225(hyperlink)
    14268    0.009    0.000    0.009    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\threading.py:568(is_set)
        6    0.000    0.000    0.009    0.001 <frozen importlib._bootstrap_external>:1007(get_code)
     1713    0.008    0.000    0.009    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\xml\etree\ElementTree.py:1310(read_events)
      530    0.005    0.000    0.009    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\_reader.py:189(parse_cell)
       60    0.001    0.000    0.009    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\zipfile.py:930(read)
     3690    0.007    0.000    0.009    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\threading.py:267(__exit__)
        6    0.000    0.000    0.008    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\cell_style.py:188(_to_array)
    28481    0.008    0.000    0.008    0.000 {method 'bit_length' of 'int' objects}
    17/12    0.000    0.000    0.008    0.001 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\copy.py:66(copy)
      138    0.001    0.000    0.008    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\zipfile.py:768(read)
        5    0.001    0.000    0.008    0.002 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\reader\excel.py:133(read_manifest)
       10    0.000    0.000    0.008    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\descriptors\serialisable.py:231(__copy__)
       10    0.000    0.000    0.008    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\reader\workbook.py:73(find_sheets)
       50    0.001    0.000    0.008    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\zipfile.py:1012(_read1)
        5    0.000    0.000    0.008    0.002 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\reader\workbook.py:36(rels)
        4    0.000    0.000    0.008    0.002 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\http\client.py:971(send)
        2    0.000    0.000    0.008    0.004 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\http\client.py:1270(endheaders)
        2    0.000    0.000    0.008    0.004 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\http\client.py:1032(_send_output)
       51    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        1    0.000    0.000    0.008    0.008 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\hooks\cmd_injection.py:165(h12)
        3    0.000    0.000    0.008    0.003 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\cffi\api.py:242(new)
        3    0.000    0.000    0.008    0.003 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\cffi\api.py:180(_typeof)
        2    0.000    0.000    0.008    0.004 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\cffi\api.py:162(_typeof_locked)
      109    0.001    0.000    0.008    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\dimensions.py:40(__init__)
        1    0.000    0.000    0.007    0.007 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\urllib3\connection.py:242(connect)
     3561    0.007    0.000    0.007    0.000 C:\Program Files\JetBrains\PyCharm Community Edition 2022.3.2\plugins\python-ce\helpers\pydev\_pydev_bundle\pydev_monkey.py:761(__init__)
     7121    0.007    0.000    0.007    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\threading.py:1199(daemon)
        1    0.000    0.000    0.007    0.007 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\_writer.py:47(__init__)
        6    0.001    0.000    0.007    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\packaging\relationship.py:119(get_dependents)
        2    0.000    0.000    0.007    0.004 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\cffi\cparser.py:551(parse_type)
        2    0.000    0.000    0.007    0.004 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\cffi\cparser.py:554(parse_type_and_quals)
     3583    0.006    0.000    0.007    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\threading.py:273(_release_save)
        2    0.000    0.000    0.007    0.003 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\cffi\cparser.py:307(_parse)
        1    0.001    0.001    0.007    0.007 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\Crypto\Cipher\AES.py:127(new)
        2    0.000    0.000    0.006    0.003 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\pycparser\c_parser.py:130(parse)
        2    0.000    0.000    0.006    0.003 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\pycparser\ply\yacc.py:323(parse)
        2    0.002    0.001    0.006    0.003 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\pycparser\ply\yacc.py:1001(parseopt_notrack)
        5    0.001    0.000    0.006    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\reader\excel.py:179(read_custom)
        2    0.000    0.000    0.006    0.003 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\requests\utils.py:199(get_netrc_auth)
        6    0.000    0.000    0.006    0.001 <frozen importlib._bootstrap_external>:1127(get_data)
      738    0.003    0.000    0.006    0.000 <frozen os>:674(__getitem__)
        5    0.001    0.000    0.006    0.001 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\reader\excel.py:173(read_properties)
        1    0.001    0.001    0.006    0.006 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\worksheet\_writer.py:35(create_temporary_file)
        1    0.000    0.000    0.006    0.006 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\Crypto\Cipher\__init__.py:54(_create_cipher)
        1    0.000    0.000    0.006    0.006 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\Crypto\Cipher\_mode_cbc.py:255(_create_cbc_cipher)
      476    0.001    0.000    0.006    0.000 {method 'decode' of 'bytes' objects}
      250    0.001    0.000    0.006    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\borders.py:49(__init__)
        1    0.000    0.000    0.006    0.006 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\paramiko\transport.py:915(open_session)
        1    0.000    0.000    0.006    0.006 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\paramiko\transport.py:992(open_channel)
      637    0.004    0.000    0.006    0.000 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\openpyxl\styles\colors.py:105(__iter__)
        1    0.005    0.005    0.006    0.006 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\hooks\cmd_injection.py:44(h2)
        1    0.000    0.000    0.005    0.005 C:\Users\16413\Desktop\Job\Business\Test Techniques\RJ_HIBG\modular_automation\venv_x86\Lib\site-packages\paramiko\channel.py:203(invoke_shell)
       14    0.000    0.000    0.005    0.000 C:\Users\16413\AppData\Local\Programs\Python\Python311-32\Lib\xml\etree\ElementTree.py:1286(feed)
       14    0.005    0.000    0.005    0.000 {method 'feed' of 'xml.etree.ElementTree.XMLParser' objects}
